index,Instrument,Company Common Name,Company Market Cap,TRBC Economic Sector Name,Book Value Per Share,Enterprise Value To EBITDA (Daily Time Series Ratio),Revenue,Net Income Incl Extra Before Distributions,Free Cash Flow,Dividend yield
12,MLKN.OQ,MillerKnoll Inc,1486484564.4,Industrials,18.495948013,4.53081157345813,3669900000,-36900000,-52300000.0,3.4435261707989
13,GTLB.OQ,GitLab Inc,4976220000.0,Technology,4.8319181094,,759249000,-6326000,-1898000.0,
14,PRIM.N,Primoris Services Corp,8998007412.03,Industrials,26.2796069804,17.587454974695,6366838000,180888000,136988000.0,0.19215756920675
15,TXN.OQ,Texas Instruments Inc,205251683047.84,Technology,17.902090209,26.3445979908883,17682000000,5001000000,-2549000000.0,2.51149628581535
16,WS.N,Worthington Steel Inc,2382784281.5,Basic Materials,21.698989899,11.0997720192308,3093300000,110700000,23000000.0,1.36460554371002
17,AMTB.N,Amerant Bancorp Inc,910957926.12,Financials,22.5788840264,8.06186229437633,,52417000,,1.60427807486631
18,M.N,Macy's Inc,5751051647.67,Consumer Cyclicals,16.3917897011,4.28827696655765,23006000000,582000000,389000000.0,3.37309292649099
19,FRHC.OQ,Freedom Holding Corp,7122578274.0,Financials,20.4439600678,18.3869114590301,1986439000,84650000,6351000.0,
20,KOS.N,Kosmos Energy Ltd,803589282.72,Energy,2.5495153384,8.56857121096613,1675358000,189851000,-278325000.0,
21,ESTC.N,Elastic NV,6487803296.0,Technology,8.9448079667,,1483296000,-108114000,-100144000.0,
22,SXC.N,SunCoke Energy Inc,676477416.91,Basic Materials,7.9929494712,5.84456962224661,1935400000,95900000,111900000.0,6.00750938673342
23,LOVE.OQ,Lovesac Co,194846022.98,Consumer Cyclicals,13.9561631147,6.91298468853518,680628000,11556000,4749000.0,
24,MPTI.A,M-Tron Industries Inc,216270868.98,Technology,11.3791258974,19.7251488769308,49012000,7636000,6711000.0,
25,RGTI.OQ,Rigetti Computing Inc,5310119595.02,Technology,0.6855024747,,10790000,-200988000,-205180000.0,
26,VYGR.OQ,Voyager Therapeutics Inc,188484284.76,Healthcare,5.1980715668,,80001000,-65002000,-63792000.0,
27,SXT.N,Sensient Technologies Corp,3952095808.5,Basic Materials,25.1746589156,16.3673289859538,1557228000,124666000,56384000.0,1.7628721917661
28,BHR.N,Braemar Hotels & Resorts Inc,203976101.68,Real Estate,10.4597443609,12.1309829212312,728404000,-1693000,-53067000.0,6.68896321070234
29,VSTM.OQ,Verastem Inc,449040406.38,Healthcare,-0.8090331252,,10000000,-130637000,-130639000.0,
30,DECK.N,Deckers Outdoor Corp,16427870143.83,Consumer Cyclicals,16.5338504658,10.5785310595184,4985612000,966091000,949273000.0,
31,ANNX.OQ,Annexon Inc,706828262.73,Healthcare,2.1331597335,,,-138200000,-136015000.0,
32,MYE.N,Myers Industries Inc,825966763.2,Basic Materials,7.4718444803,9.52007735683113,836281000,7201000,927000.0,2.44565217391304
33,MARA.OQ,MARA Holdings Inc,2995220075.76,Technology,14.239911238,,656378000,541253000,714175000.0,
34,TRMK.OQ,Trustmark Corp,2639625680.79,Financials,35.1794058053,9.32794632163321,,224135000,,2.23563603845294
35,GTX.OQ,Garrett Motion Inc,4132753507.5,Consumer Cyclicals,-3.0272159761,9.27418567789292,3475000000,282000000,281000000.0,1.50588235294118
36,BAC.N,Bank of America Corp,379015001329.75,Financials,40.3146811311,14.3090149817005,,30509000000,,2.13130352045671
37,SFST.OQ,Southern First Bancshares Inc,478407250.0,Financials,45.8072813121,11.7034865117653,,30366000,,
38,KBR.N,KBR Inc,5244671636.4,Technology,10.8432835821,10.230309980979,7742000000,375000000,333000000.0,1.59806295399516
39,IDYA.OQ,IDEAYA Biosciences Inc,2653662170.16,Healthcare,12.9673362752,,7000000,-274477000,-275934000.0,
40,LNTH.OQ,Lantheus Holdings Inc,4600711227.02,Healthcare,15.7229295221,11.6794537983309,1533910000,312442000,297979000.0,
41,SYNA.OQ,Synaptics Inc,3517047780.21,Technology,35.4936386768,42.0585153620838,1074300000,-47800000,50600000.0,
42,NEXT.OQ,NextDecade Corp,1376967321.6,Industrials,1.4606958439,,0,-61751000,-2294827000.0,
43,RGR.N,Sturm Ruger & Company Inc,597590602.44,Consumer Cyclicals,18.7019003161,31.110933319687,535643000,30563000,19519000.0,1.65421558164354
44,AEO.N,American Eagle Outfitters Inc,4319165912.88,Consumer Cyclicals,9.1520595061,8.58656373595991,5328652000,329380000,220940000.0,1.96232339089482
45,SEZL.OQ,Sezzle Inc,2187847714.12,Industrials,2.6055954395,14.3260300126317,271127890,78522310,78023760.0,
46,IMVT.OQ,Immunovant Inc,5240953635.0,Healthcare,4.6673512628,,,-413840000,-414222000.0,
47,XOMA.OQ,Xoma Royalty Corp,297318303.03,Consumer Cyclicals,7.0011964789,30.4986577998392,28487000,-13821000,-44745000.0,
48,CVBF.OQ,CVB Financial Corp,2785589469.45,Financials,,9.76507659519064,,209298000,,3.89294403892944
49,MTX.N,Minerals Technologies Inc,2271870454.76,Basic Materials,54.5668789809,17.9869593065524,2072600000,-18400000,,0.657804577223516
0,IBEX.OQ,Ibex Ltd,403506152.0,Technology,9.1503610846,5.22998727004163,558273000,36864000,35721000.0,
1,EXC.OQ,Exelon Corp,49589832520.8,Utilities,28.4846686449,11.2332803131224,24258000000,2768000000,-3735000000.0,3.46534653465347
2,DAL.N,Delta Air Lines Inc,45066018852.0,Industrials,32.1805555556,6.65228162609118,63364000000,5005000000,2509000000.0,1.08695652173913
3,OTIS.N,Otis Worldwide Corp,34918787038.59,Industrials,-13.7270875764,16.2025471920302,14431000000,1384000000,831000000.0,1.87019926527886
4,USPH.N,US Physical Therapy Inc,1321846105.86,Healthcare,32.4567843866,15.2975902960683,671345000,31424000,28555000.0,2.0703933747412
5,ALLY.N,Ally Financial Inc,12586514400.0,Financials,49.9911294615,9.70578389082151,,852000000,,2.94117647058824
6,PCG.N,PG&E Corp,39915098044.64,Utilities,14.8111060537,10.3627959374316,24935000000,2703000000,-4877000000.0,1.10132158590308
7,VSTS.N,Vestis Corp,1016006822.6,Consumer Non-Cyclicals,6.5703030717,10.2044096016768,2734839000,-40223000,19395000.0,1.81818181818182
8,WSO.N,Watsco Inc,16957668931.0,Industrials,71.0587390811,22.0033187114631,7618317000,536286000,222951000.0,2.87136294027565
9,LYB.N,LyondellBasell Industries NV,18550420000.0,Basic Materials,,11.1380937621077,30153000000,-738000000,,9.51223745877452
10,FRME.OQ,First Merchants Corp,2651334034.95,Financials,42.730606659,8.60027039699913,,226001000,,3.42449464922711
11,MNTK.OQ,Montauk Renewables Inc,244803637.62,Utilities,1.809239981,12.8933101099738,175736000,9734000,-29074000.0,
12,PFG.OQ,Principal Financial Group Inc,19650786000.0,Financials,,11.8359111389237,,,,3.4627724305786
13,FOUR.N,Shift4 Payments Inc,4874943952.32,Industrials,11.9181533452,11.685267831758,3330600000,229600000,417200000.0,
14,PHM.N,Pultegroup Inc,27391701791.52,Consumer Cyclicals,65.5943040724,8.88781516448776,17311953000,2218730000,2031837000.0,0.729517396184063
15,FERG.N,Ferguson Enterprises Inc,51107891321.52,Consumer Cyclicals,29.3212669683,17.2791823504486,30762000000,1856000000,1435000000.0,1.36210590756045
16,BVFL.OQ,BV Financial Inc,172718381.63,Financials,,11.3982241482026,,,,
17,ESE.N,ESCO Technologies Inc,6950681478.42,Industrials,59.6982294371,25.1961629083366,1095388000,299223000,130888000.0,0.119220595357848
18,PAYC.N,Paycom Software Inc,6866988000.0,Technology,31.0304659498,8.7383833221251,2051700000,453400000,269500000.0,1.19703136222169
19,BLZE.OQ,Backblaze Inc,247533000.0,Technology,1.7826508129,,127628000,-48531000,-34385000.0,
20,LOCO.OQ,El Pollo Loco Holdings Inc,314826366.85,Consumer Cyclicals,8.7325537533,6.22303574872256,473008000,25684000,22320000.0,
21,LPA.A,Logistic Properties of The Americas,76912774.76,Real Estate,7.387136281,17.9587984252098,43862370,-29285430,-35054930.0,
22,HTO.OQ,H2O America,1965341335.21,Utilities,41.8018371752,12.5609592196643,748439000,93967000,-220323000.0,3.2064128256513
23,XRX.OQ,Xerox Holdings Corp,245204260.0,Technology,5.2026914836,14.8211417605634,7022000000,-1029000000,-874000000.0,5.22193211488251
24,AIT.N,Applied Industrial Technologies Inc,10438714809.6,Industrials,48.1736268902,17.938322800299,4563424000,392988000,362579000.0,0.728987993138937
25,CHRW.OQ,CH Robinson Worldwide Inc,20793324699.78,Industrials,15.3494369688,23.7037409554873,16232763000,587081000,317980000.0,1.43173683313448
26,GPN.N,Global Payments Inc,19175205119.36,Industrials,87.6188539901,8.56497247452983,10105894000,1570365000,2508257000.0,1.46028037383178
27,RIOT.OQ,Riot Platforms Inc,6224468349.26,Technology,11.3909880647,289.449656074453,376658000,109401000,81114000.0,
28,ROK.N,Rockwell Automation Inc,44310588177.96,Industrials,32.4223602484,27.2898432398847,8342000000,869000000,297000000.0,1.39970078859954
29,TREE.OQ,Lendingtree Inc,543410166.0,Financials,8.2011455272,8.39672479205198,900219000,-41704000,-28735000.0,
30,GRMN.N,Garmin Ltd,41301976240.44,Technology,40.864302822,19.7057965598487,6296903000,1411436000,825245000.0,1.67644593461861
31,IPGP.OQ,IPG Photonics Corp,6483776881.97,Technology,50.2569370646,59.4377751776463,1003777000,31096000,19152000.0,
32,BCAL.OQ,California Bancorp,611731094.34,Financials,17.8302920701,25.9063057571005,226557000,63058000,,2.11976682564918
33,RDN.N,Radian Group Inc,4446750916.38,Financials,30.3273407011,6.31932136006803,,604440000,467306000.0,3.10786106032907
34,KOPN.OQ,Kopin Corp,401529361.2,Technology,0.1752127982,,50335170,-43877900,-44056620.0,
35,ED.N,Consolidated Edison Inc,41045597341.76,Utilities,63.4739884393,12.7984719002788,15253000000,1820000000,-1896000000.0,3.12170242701372
36,LITE.OQ,Lumentum Holdings Inc,40179636000.0,Technology,16.4449275362,154.084617625637,1645000000,25900000,48900000.0,
37,OM.OQ,Outset Medical Inc,61592910.0,Healthcare,8.3460653474,,119476000,-81653000,,
38,BPRN.OQ,Princeton Bancorp Inc,241749180.0,Financials,39.647334505,4.08894637418561,,18611000,,3.91827595857823
39,GFS.OQ,GlobalFoundries Inc,27222846727.95,Technology,21.4918918919,12.2354998713103,6791000000,885000000,1480000000.0,
40,GTN.N,Gray Media Inc,552074491.73,Consumer Cyclicals,30.8736842105,7.38315644958798,3644000000,375000000,393000000.0,6.82302771855011
41,PCYO.OQ,Pure Cycle Corp,269573869.95,Utilities,5.9285638337,20.5534582866388,26087000,13110000,5082000.0,
42,PRLB.N,Proto Labs Inc,1598788862.4,Industrials,28.0433228691,24.5097369390985,533127000,21241000,40213000.0,
43,MC.N,Moelis & Co,5164470716.58,Financials,,17.3809755534013,1516796000,233037000,,3.94297846527146
44,SMTC.OQ,Semtech Corp,8061627065.555,Technology,7.575147334,53.1739184266964,909287000,-161896000,-132052000.0,
45,BROS.N,Dutch Bros Inc,8752577635.2,Consumer Cyclicals,5.4322463277,35.5068099512821,1638159000,79842000,-8726000.0,
46,LFT.N,Lument Finance Trust Inc,69645356.9,Real Estate,4.549019319,77.4505297794002,122128900,22649190,,16.5413533834586
47,APEI.OQ,American Public Education Inc,806411487.7,Academic & Educational Services,17.2413617021,9.54272511622249,624559000,16113000,6629000.0,
48,TLN.OQ,Talen Energy Corp,17210604807.6,Utilities,25.5649353043,39.0865174753968,2115000000,998000000,1169000000.0,
49,MXCT.OQ,MaxCyte Inc,76762618.3156,Healthcare,1.9671200224,,38627000,-41055000,-38391000.0,
0,WAL.N,Western Alliance Bancorp,10205400000.0,Financials,69.8904109589,11.7181755116198,,969000000,,1.80257510729614
1,ATI.N,ATI Inc,19554856727.73,Industrials,13.0194805195,24.4041333268216,4587400000,404300000,306100000.0,
2,HOMB.N,Home BancShares Inc,5773445749.45,Financials,21.7620386127,9.06593894103251,,475441000,,2.86201022146508
3,PRTA.OQ,Prothena Corporation PLC,482316638.72,Healthcare,9.0553819832,,135157000,-122310000,-121708000.0,
4,MPLT.OQ,MapLight Therapeutics Inc,781323628.26,Healthcare,2.7805455706,,,-77580000,-77649000.0,
5,STRT.OQ,Strattec Security Corp,377893728.98,Consumer Cyclicals,54.9856079404,6.66744838680308,565066000,18685000,26527000.0,
6,CCL.N,Carnival Corp,43938430362.6354,Consumer Cyclicals,9.362804878,9.58403327692803,26622000000,2760000000,1939000000.0,1.88857412653447
7,INSG.OQ,Inseego Corp,159336936.0,Technology,-1.0257056612,13.730314161573,191244000,4572000,-10199000.0,
8,CLAR.OQ,Clarus Corp,129030128.64,Consumer Cyclicals,6.0851847017,,264315000,-52287000,-85439000.0,2.97619047619048
9,IPI.N,Intrepid Potash Inc,444431449.2,Basic Materials,36.8316770186,7.80681927038172,254694000,-212845000,-214062000.0,
10,ONIT.N,Onity Group Inc,388842250.68,Financials,,37.3028203720494,1066800000,,,
11,JAKK.OQ,JAKKS Pacific Inc,196089804.6,Consumer Cyclicals,22.292273444,9.13007212745416,691042000,33920000,33000000.0,5.74712643678161
12,AHR.N,American Healthcare REIT Inc,9648504518.8,Real Estate,17.3091976472,31.850985448816,2070668000,-37812000,-129595000.0,1.93050193050193
13,YORW.OQ,York Water Co,483273086.4,Utilities,16.1145791802,16.9411154225772,74505000,20325000,-27027000.0,2.72401433691756
14,ICE.N,Intercontinental Exchange Inc,86479280999.64,Financials,50.5506993007,16.0539815632546,12640000000,3315000000,3034000000.0,1.3659049120042
15,KMTS.OQ,Kestra Medical Technologies Ltd,1570756506.76,Healthcare,4.1467829455,,59815000,-113814000,-141103000.0,
16,EW.N,Edwards Lifesciences Corp,44027361000.0,Healthcare,,23.106833427762,6067600000,1073500000,,
17,VSAT.OQ,Viasat Inc,6635363938.85,Technology,35.4449936175,7.58338311470665,4519571000,-574962000,-213728000.0,
18,ENVX.OQ,Enovix Corp,1277630743.68,Industrials,1.4096415918,,23074000,-222241000,-260539000.0,
19,GRNT.N,Granite Ridge Resources Inc,662818953.9,Energy,4.8802356574,2.92731327361129,380030000,18759000,-209199000.0,8.71287128712871
20,WHD.N,Cactus Inc,4545716125.52,Energy,16.1329808865,12.7034918688064,1129814000,185407000,236339000.0,0.983664148954857
21,ECG.N,Everus Construction Group Inc,5363851427.0,Industrials,8.2908991034,20.3687966956657,2849685000,143421000,108415000.0,
22,UVSP.OQ,Univest Financial Corp,983802679.98,Financials,32.8282800161,12.0845644312925,,90757000,,2.5186033199771
23,MCO.N,Moody's Corp,76076896000.0,Industrials,19.6094609461,21.559492942743,7088000000,2058000000,1565000000.0,0.881718412906857
24,TCMD.OQ,Tactile Systems Technology Inc,590776143.9,Healthcare,9.0688096039,17.1389058611998,292984000,16960000,21251000.0,
25,GEVO.OQ,Gevo Inc,450694379.16,Energy,2.1128243945,,16915000,-78640000,-111427000.0,
26,LAW.N,CS Disco Inc,231843813.74,Technology,2.4499103169,,144841000,-55774000,-54607000.0,
27,SHOO.OQ,Steven Madden Ltd,2847464551.03,Consumer Cyclicals,11.8938041923,20.7128937256848,2282927000,169390000,108962000.0,2.14340392957387
28,VCTR.OQ,Victory Capital Holdings Inc,4794535498.5,Financials,37.0532709852,8.65612375866577,1306131000,330062000,,2.62242440460262
29,UAMY.A,United States Antimony Corp,1067071302.48,Basic Materials,0.2633787031,,14937960,-1730400,-1082750.0,
30,AVBP.OQ,ArriVent BioPharma Inc,927179368.06,Healthcare,8.1874637941,,,-80488000,,
31,TNC.N,Tennant Co,1505180465.76,Industrials,33.0443549138,11.2527714679426,1286700000,83700000,96700000.0,1.49325626204239
32,FFIN.OQ,First Financial Bankshares Inc,4794774654.96,Financials,13.4016848382,14.3863947666455,,253579000,,2.2700119474313
33,EQR.N,Equity Residential,24126702207.78,Real Estate,29.0864281763,17.4731017736132,3093959000,1120089000,,4.33761352959599
34,CASS.OQ,Cass Information Systems Inc,579388065.0,Industrials,18.4340767714,19.1874355455025,207424000,35116000,,2.84349661224036
35,HPP.N,Hudson Pacific Properties Inc,356750538.06,Real Estate,141.567416396,16.8497680245221,842082000,-352291000,-312348000.0,10.6382978723404
36,UA.N,Under Armour Inc,3017575871.89,Consumer Cyclicals,4.373163368,36.6295015497953,5164310000,-201267000,-234752000.0,
37,PHR.N,Phreesia Inc,720429685.85,Technology,4.5981841541,28.4831773933498,419813000,-58527000,-54730000.0,
38,TEM.OQ,Tempus AI Inc,9242282105.05,Healthcare,0.470083188,,693398000,-705809000,-731195000.0,
39,TMDX.OQ,Transmedics Group Inc,4437194358.0,Healthcare,6.8794265414,36.8716305685333,441540000,35464000,-74480000.0,
40,CFG.N,Citizens Financial Group Inc,27666436070.7,Financials,60.7539950074,7.69124373778493,,1831000000,1109000000.0,2.82642089093702
41,TIPT.OQ,Tiptree Inc,668345379.78,Financials,12.4129200159,4.84220885886219,2042854000,53367000,80472000.0,1.35823429541596
42,HLIT.OQ,Harmonic Inc,1198649315.76,Technology,4.041504517,12.7638737547815,678722000,39217000,42170000.0,
43,SHO.N,Sunstone Hotel Investors Inc,1750907033.78,Real Estate,10.4294162259,13.4089619927088,905809000,43262000,-167755000.0,3.90455531453362
44,JOBY.N,Joby Aviation Inc,9525935212.2,Industrials,1.3037579948,,136000,-608034000,-611264000.0,
45,JPM.N,JPMorgan Chase & Co,815735310000.0,Financials,130.5377273546,14.1746693608291,,57048000000,48145000000.0,1.98314328210213
46,ITW.N,Illinois Tool Works Inc,86913960000.0,Consumer Non-Cyclicals,11.063464837,20.9785783664459,16044000000,3066000000,,2.14953271028037
47,LAKE.OQ,Lakeland Industries Inc,96786483.36,Consumer Cyclicals,19.7438866746,11.2653800576812,167211000,-18075000,-16905000.0,0.0
48,TREX.N,Trex Company Inc,4590504755.2,Consumer Cyclicals,7.8577420584,13.9161778822133,1151449000,226392000,44451000.0,
49,RLI.N,RLI Corp,5661583980.0,Financials,19.2464201059,11.0817562681582,,403337000,,1.03862382343395
0,EPC.N,Edgewell Personal Care Co,1022626483.45,Consumer Non-Cyclicals,32.6968421053,8.01303298177793,2223500000,25400000,7900000.0,2.74097761534947
1,AVD.N,American Vanguard Corp,150311779.2,Basic Materials,8.3078513133,36.7640911864012,547306000,-126340000,-114216000.0,0.0
2,BYND.OQ,Beyond Meat Inc,322397684.6548,Consumer Non-Cyclicals,-9.1085469213,,326452000,-160278000,-147128000.0,
3,HY.N,Hyster-Yale Inc,699952849.18,Industrials,27.2388487559,8.40401241852409,4308200000,142300000,120000000.0,3.6483405117811
4,HOPE.OQ,Hope Bancorp Inc,1556368091.7,Financials,18.0104603014,15.6690783644185,,61588000,,4.61285008237232
5,HURN.OQ,Huron Consulting Group Inc,2161304221.14,Industrials,31.3695652174,12.0315975277247,1521805000,116626000,109343000.0,
6,ACT.OQ,Enact Holdings Inc,6250892753.43,Financials,36.0926920666,6.98589912952969,,674244000,,1.94040194040194
7,NEU.N,NewMarket Corp,5570757379.2,Basic Materials,189.4569571703,9.5994958758352,2725169000,418747000,357601000.0,2.02429149797571
8,ETD.N,Ethan Allen Interiors Inc,606895185.15,Consumer Cyclicals,18.875909838,7.04365400198896,614649000,51596000,5767000.0,6.54088050314465
9,ADBE.OQ,Adobe Inc,108359685000.0,Technology,27.2712341624,11.3371151826964,23769000000,7130000000,7495000000.0,
10,OFG.N,OFG Bancorp,1812900870.0,Financials,,4.19634104761598,,,,3.34049152946791
11,SPG.N,Simon Property Group Inc,67526209662.21,Real Estate,15.9583168641,20.6115336758561,6364505000,4627612000,,4.39465528628766
12,RITM.N,Rithm Capital Corp,5875661609.79,Real Estate,15.6735741181,55.3297964740159,4799259000,681446000,,9.46073793755913
13,EBS.N,Emergent BioSolutions Inc,568791210.12,Healthcare,9.1094339623,4.74226543326923,1043600000,-190600000,-104700000.0,
14,CNH.N,CNH Industrial NV,15891659517.0,Industrials,6.1012759171,11.1778914340088,19836000000,1246000000,-67000000.0,1.96078431372549
15,VNDA.OQ,Vanda Pharmaceuticals Inc,359967902.7,Healthcare,5.5520976016,,216105000,-220474000,-211252000.0,
16,CHDN.OQ,Churchill Downs Inc,6222592936.08,Consumer Cyclicals,14.6432432432,11.5948336642287,2734300000,426800000,56200000.0,0.490811295383236
17,HLF.N,Herbalife Ltd,1642640448.0,Consumer Non-Cyclicals,-7.9632206759,4.45761332625994,4993100000,254300000,253700000.0,
18,PR.N,Permian Resources Corp,14338626980.86,,14.2641954728,5.25563109390526,5000734000,984701000,486755000.0,3.47021399652979
19,COR.N,Cencora Inc,70192505986.06,Healthcare,7.780512847,15.2445721047211,321332819000,1554169000,1531168000.0,0.66513316520245
20,ITIC.OQ,Investors Title Co,498300660.26,Financials,133.5665782493,9.4859626167889,,31073000,-1717000.0,0.696996098337058
21,SPNT.N,Siriuspoint Ltd,2395868266.4,Financials,11.6334235813,6.88906326028096,,199900000,182300000.0,
22,HQY.OQ,Healthequity Inc,6312032809.68,Technology,24.345700472,15.3610712904184,1199774000,96703000,-246300000.0,
23,CNA.N,CNA Financial Corp,13179086433.99,Financials,42.8502949853,4.22376750845824,,1278000000,215000000.0,3.94331484904498
24,KOD.OQ,Kodiak Sciences Inc,1346238241.27,Healthcare,2.8581018824,,,-176207000,-157897000.0,
25,REXR.N,Rexford Industrial Realty Inc,8624590736.4,Real Estate,36.3930010506,17.5262972555071,1003133000,212029000,-229524000.0,4.63709677419355
26,GETY.N,Getty Images Holdings Inc,415860181.0,Technology,1.6380408641,7.41272112694357,939287000,39533000,43315000.0,
27,PRK.A,Park National Corp,3909627031.25,Financials,77.0484603601,16.2038669021405,,151420000,78156000.0,2.51990149475975
28,OSBC.OQ,Old Second Bancorp Inc,1083405937.68,Financials,,9.28181870392105,,,,1.36120563928051
29,GPRE.OQ,Green Plains Inc,956792162.8,Energy,11.352480147,32.8743810171381,2091680000,-121278000,22604000.0,
30,MGTX.OQ,MeiraGTx Holdings PLC,599657123.05,Healthcare,0.9714224743,,33279000,-147791000,-140065000.0,
31,TXG.OQ,10X Genomics Inc,2313766881.48,Healthcare,6.3833803781,,642823000,-43544000,-13280000.0,
32,PLX.A,Protalix Biotherapeutics Inc,238850907.57,Healthcare,0.5957615189,26.9290278403394,53399000,2932000,2954000.0,
33,MYFW.OQ,First Western Financial Inc,252771748.69,Financials,27.3326855938,11.9444155677762,,13188000,,
34,AAMI.N,Acadian Asset Management Inc,1851517872.0,Financials,0.5300899471,13.6351370878769,505600000,85000000,93900000.0,0.77145612343298
35,AHL.N,Aspen Insurance Holdings Ltd,3429244586.44,Financials,55.8300041857,,,486100000,,
36,AEIS.OQ,Advanced Energy Industries Inc,11862274828.03,Industrials,36.2446808511,48.6786995684165,1798800000,148400000,88200000.0,0.127279091227289
37,AMZN.OQ,Amazon.com Inc,2133994919747.3,Consumer Cyclicals,38.5759196697,13.6610332946143,716924000000,77670000000,-10877999999.9998,
38,NAT.N,Nordic American Tankers Ltd,961348010.02,Energy,2.431867277,17.7552859707205,349742000,46643000,12479000.0,7.9295154185022
39,WRLD.OQ,World Acceptance Corp,647471680.85,Financials,81.0030559508,19.4654842545141,564841470,89741400,96192410.0,
40,KO.N,Coca-Cola Co,338450583924.6,Consumer Non-Cyclicals,7.4759470137,23.1734733632472,47941000000,13107000000,3296000000.0,2.59278088459583
41,SHEN.OQ,Shenandoah Telecommunications Co,710381918.66,Technology,17.0988235732,12.9166658639271,328058000,190388000,-254122000.0,0.850077279752705
42,VVX.N,V2X Inc,2043379390.36,Industrials,32.5917738606,9.68603040724159,4322155000,34684000,137779000.0,
43,PGNY.OQ,Progyny Inc,1783719121.26,Healthcare,4.6136070484,15.6886948692892,1167221000,54336000,52131000.0,
44,PCVX.OQ,Vaxcyte Inc,7629674905.1,Healthcare,27.0974656417,,,-463927000,-576083000.0,
45,EFC.N,Ellington Financial Inc,1629990632.62,Real Estate,18.0816404587,,416015000,145861000,-74107000.0,12.0556414219475
46,JHG.N,Janus Henderson Group PLC,7559566772.4,Financials,34.7072368421,7.03198861378771,3097300000,815900000,,3.26197757390418
47,JAZZ.OQ,Jazz Pharmaceuticals PLC,10105846441.96,Healthcare,66.2013001714,11.7789309146026,4068950000,560120000,1173777000.0,
48,LNSR.OQ,LENSAR Inc,146081797.58,Healthcare,1.6188574405,,53494000,-31404000,-27629000.0,
49,EWBC.OQ,East West Bancorp Inc,16211711719.32,Financials,64.3275505631,7.84360292909642,,1325188000,,2.7157769668166
0,LAZ.N,Lazard Inc,4963058450.34,Financials,,14.4369519651562,3098847000,236831000,,3.82336073408526
1,NSC.N,Norfolk Southern Corp,70726713553.5,Industrials,69.0977777778,15.4160645977309,12180000000,2873000000,847000000.0,1.71461230710612
2,WTI.N,W&T Offshore Inc,336236526.24,Energy,-0.357343356,5.17103374047487,525261000,-87145000,-35825000.0,1.76991150442478
3,AEYE.OQ,AudioEye Inc,86433574.32,Technology,0.7937415882,48.7361635765674,35201000,-4254000,-3666000.0,
4,KROS.OQ,Keros Therapeutics Inc,505127424.02,Healthcare,15.2667969277,-4.18301816683694,3550000,-187353000,-188055000.0,
5,RELY.OQ,Remitly Global Inc,2667426079.56,Industrials,3.4188706457,33.7797572628142,1263963000,-36978000,-30426000.0,
6,CBLL.OQ,Ceribell Inc,733381791.3,Healthcare,5.3322663129,,65444000,-40455000,-40912000.0,
7,VC.OQ,Visteon Corp,2863384654.68,Consumer Cyclicals,44.5289855072,5.46458165863737,3866000000,274000000,243000000.0,1.04821802935011
8,NATH.OQ,Nathan's Famous Inc,412511303.75,Consumer Cyclicals,-4.041360744,13.3504220039743,148182000,24026000,16586000.0,1.98511166253102
9,ROAD.OQ,Construction Partners Inc,7569104307.68,Industrials,16.5980694497,21.433632845561,2812356000,101781000,112862000.0,
10,DSGR.OQ,Distribution Solutions Group Inc,1425664858.56,Industrials,13.6834976987,11.6029804408948,1804104000,-7332000,27998000.0,
11,ASUR.OQ,Asure Software Inc,206285606.11,Technology,7.5733092807,20.2151656849695,119792000,-11773000,-13766000.0,
12,OPLN.N,Openlane Inc,3007248192.1,Consumer Cyclicals,18.1037037037,12.7313158083075,1788500000,109900000,63300000.0,
13,FHN.N,First Horizon Corp,11911600000.0,Financials,17.5188118812,10.4990909090909,,983000000,,2.76872964169381
14,SMC.N,Summit Midstream Corp,546872715.31,Energy,44.1313207547,11.7284885420754,429619000,-122159000,-109247000.0,
15,NRIM.OQ,Northrim BanCorp Inc,560972230.69,Financials,14.7831783308,8.21409229553094,,64608000,,2.5226645644462
16,SG.N,Sweetgreen Inc,608440000.74,Consumer Cyclicals,3.9025409618,,676826000,-90373000,-115171000.0,
17,ACDC.OQ,ProFrac Holding Corp,989365371.01,Energy,6.6941838649,7.31504864932295,2190900000,-215100000,-20600000.0,
18,CWK.N,Cushman & Wakefield Ltd,2985382623.72,Real Estate,7.6666666667,8.78659000459538,9446500000,131300000,212500000.0,
19,ABSI.OQ,Absci Corp,383447404.05,Healthcare,1.6249384184,,4534000,-103106000,-90110000.0,
20,ZVIA.N,Zevia PBC,122256502.07,Consumer Non-Cyclicals,1.1055757628,,155049000,-20005000,-22766000.0,
21,AIR.N,AAR Corp,4470901953.84,Industrials,34.0337078652,15.6465826619076,2780500000,12500000,33000000.0,
22,GRC.N,Gorman-Rupp Co,1773485550.8,Industrials,15.8013551759,16.1156770678913,682389000,53017000,43762000.0,1.12759643916914
23,MHK.N,Mohawk Industries Inc,8197512601.2,Consumer Cyclicals,,7.32525936185464,10785400000,369900000,,
24,SKYT.OQ,Skywater Technology Inc,1421328889.47,Technology,1.1740231243,49.1276912815267,342269000,-6793000,4017000.0,
25,ROKU.OQ,Roku Inc,13306524496.26,Consumer Cyclicals,18.0623360561,,4737251000,88361000,151985000.0,
26,HL.N,Hecla Mining Co,15144229942.0,Basic Materials,3.285045615,28.700947383835,929925000,35802000,-14102000.0,0.066371681415929
